customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV_proxy,AvgChargesPerYear,HighValueCustomer,ActiveServiceCount,TenureGroup,PriceSensitivity
5605-XNWEN,Male,1,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,1802.55,No,1800.0,300.425,0,2,4-6yr,8.333333333333334
2155-AMQRX,Female,0,No,No,28.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.9,1505.15,No,1537.2,645.0642857142857,0,3,2-4yr,13.725
6181-AXXYF,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),,1859.1,No,,309.84999999999997,0,2,4-6yr,
5091-HFAZW,Female,0,No,No,2.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,No,182.3,1011.0,1,4,0-1yr,18.23
0516-VRYBW,Female,0,No,Yes,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,Yes,362.7,260.56666666666666,0,1,1-2yr,10.075
2519-LBNQL,Male,1,Yes,No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,No,6261.0,1267.8899999999999,1,6,4-6yr,14.907142857142857
8623-ULFNQ,Female,1,No,No,26.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.05,1652.4,No,1717.3,762.646153846154,0,4,2-4yr,13.209999999999999
8380-PEFPE,Male,0,No,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,71.65,Yes,,859.8000000000001,0,1,0-1yr,
5687-DKDTV,Female,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,Yes,81.4,232.5,0,1,0-1yr,10.175
1568-LJSZU,Male,0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,No,6269.6,1128.15,1,8,4-6yr,10.244444444444445
7530-HDYDS,Female,0,No,No,38.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,,84.25,3264.5,Yes,3201.5,1030.8947368421052,1,4,2-4yr,16.85
7789-HKSBS,Female,1,Yes,No,42.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,No,4418.400000000001,1314.042857142857,1,6,2-4yr,15.028571428571428
7416-CKTEP,Female,0,Yes,No,57.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1134.25,No,1117.2,238.78947368421052,0,1,4-6yr,9.8
2586-CWXVV,Male,0,Yes,No,54.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.4,1621.35,No,1641.6,360.29999999999995,0,1,4-6yr,15.2
3096-IZETN,Female,0,No,No,12.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.1,947.3,Yes,937.1999999999999,947.3,1,2,0-1yr,26.03333333333333
2348-KCJLT,Female,0,Yes,No,44.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.5,2722.2,No,2706.0,742.4181818181818,0,4,2-4yr,12.3
8401-EMUWF,Male,0,Yes,Yes,42.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,No,2914.8,873.8000000000001,0,5,2-4yr,11.566666666666668
4193-IBKSW,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1769.6,No,1782.0,294.93333333333334,0,2,4-6yr,8.25
5377-NDTOU,Female,0,Yes,Yes,71.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,,91.05,6293.75,No,6464.55,1063.7323943661972,1,8,4-6yr,10.116666666666667
5922-ABDVO,Female,0,Yes,No,19.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,,,Yes,,,0,4,1-2yr,
2474-LCNUE,Female,0,Yes,No,23.0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,No,1693.95,857.0869565217391,1,5,1-2yr,12.275
0839-QNXME,Female,0,No,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,578.5,No,582.0,231.4,0,1,2-4yr,9.7
3506-OVLKD,Male,0,No,No,35.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,No,917.0,327.39428571428573,0,2,2-4yr,8.733333333333333
9172-ANCRX,Female,0,No,No,10.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,,973.25,Yes,,1167.8999999999999,0,5,0-1yr,
6650-VJONK,Male,0,No,No,,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No,,,0,1,,21.925
2178-PMGCJ,Male,0,No,No,22.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,No,1533.4,812.9454545454546,0,1,1-2yr,34.85
7492-TAFJD,Male,0,Yes,Yes,7.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,,280.0,No,,479.99999999999994,0,3,0-1yr,
2773-MADBQ,Female,0,No,No,36.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,53.1,1901.25,No,1911.6000000000001,633.75,0,5,2-4yr,8.85
6016-LVTJQ,Female,0,Yes,Yes,34.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,716.4,No,702.0999999999999,252.84705882352938,0,1,2-4yr,10.325
7860-KSUGX,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.45,4720.0,No,4640.400000000001,786.6666666666666,0,5,4-6yr,10.741666666666667
8966-KZXXA,Male,0,Yes,Yes,36.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,930.95,No,903.6,310.31666666666666,0,2,2-4yr,8.366666666666667
6910-HADCM,Female,0,No,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,,Yes,76.35,,1,2,0-1yr,25.45
4816-LXZYW,Female,0,No,No,23.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,1820.45,874.9304347826087,1,3,1-2yr,19.7875
9606-PBKBQ,Male,1,Yes,No,,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2642.05,Yes,,,1,3,,21.25
5149-QYTTU,Female,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),95.15,6770.85,No,6755.650000000001,1144.369014084507,1,6,4-6yr,13.592857142857143
2070-XYMFH,Female,1,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.35,1835.3,No,1825.05,957.5478260869564,1,3,1-2yr,19.8375
2085-BOJKI,Male,0,Yes,No,17.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,,96.65,1588.25,No,1643.0500000000002,1121.1176470588234,1,4,1-2yr,19.330000000000002
0817-HSUSE,Male,0,No,No,1.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,No,75.5,906.0,1,5,0-1yr,12.583333333333334
5442-PPTJY,Male,0,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,No,236.39999999999998,258.35,0,1,0-1yr,9.85
1927-QEWMY,Female,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,No,1476.0,250.375,0,1,4-6yr,10.25
1663-MHLHE,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,19.2,230.4,0,1,0-1yr,9.6
5663-QBGIS,Male,1,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,,No,7081.2,,1,5,4-6yr,16.391666666666666
4450-MDZFX,Male,0,Yes,Yes,60.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,No,4461.0,890.6600000000001,1,2,4-6yr,24.78333333333333
6701-DHKWQ,Female,0,Yes,Yes,,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,No,,,0,4,,10.27
7554-AKDQF,Female,0,Yes,No,6.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,,No,273.9,,0,1,0-1yr,22.825
3536-IQCTX,Male,1,Yes,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,Yes,2729.6,997.9125,1,3,2-4yr,21.325
4911-BANWH,Female,0,No,Yes,31.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,2683.0499999999997,1044.1548387096775,1,3,2-4yr,21.6375
8496-EJAUI,Male,0,No,No,19.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,Yes,1403.1499999999999,899.6842105263158,1,2,1-2yr,24.616666666666664
0794-YVSGE,Male,0,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,No,1461.6000000000001,233.525,0,1,4-6yr,10.15
5423-BHIXO,Female,0,No,No,32.0,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,No,1734.4,652.35,0,3,2-4yr,13.55
6908-VVYHM,Male,0,Yes,No,65.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,No,5892.25,1094.9538461538461,1,4,4-6yr,18.130000000000003
2959-EEXWB,Female,0,Yes,Yes,45.0,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,No,2290.5,622.36,0,3,2-4yr,12.725
1839-UMACK,Male,0,No,No,42.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,,949.85,No,,271.3857142857143,0,2,2-4yr,
3030-YDNRM,Male,0,No,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,598.8,858.6750000000001,1,2,0-1yr,24.95
7321-KKSDU,Male,0,No,Yes,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,No,656.0,261.3,0,1,2-4yr,10.25
3402-XRIUO,Female,1,Yes,No,,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,No,,,0,5,,10.591666666666667
3132-TVFDZ,Male,1,Yes,No,57.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,Yes,2556.4500000000003,541.6736842105263,0,2,4-6yr,14.950000000000001
8286-AFUYI,Male,0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,No,47.95,575.4000000000001,0,2,0-1yr,15.983333333333334
8080-DDEMJ,Male,1,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,Yes,45.1,541.2,0,1,0-1yr,22.55
8356-WUAOJ,Female,0,Yes,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,No,45.0,540.0,0,1,0-1yr,22.5
6365-MTGZX,Male,0,No,No,24.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,Yes,2304.0,1061.225,1,4,1-2yr,19.2
1349-WXNGG,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,20.05,20.05,Yes,20.05,240.60000000000002,0,1,0-1yr,10.025
8058-DMYRU,Male,1,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,No,4862.7,1095.9555555555555,1,4,4-6yr,18.009999999999998
9350-ZXYJC,Female,0,No,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,No,101.2,350.85,0,2,0-1yr,8.433333333333334
6990-YNRIO,Male,0,Yes,Yes,65.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,Yes,7062.25,1280.8523076923075,1,7,4-6yr,13.58125
8958-JPTRR,Female,0,Yes,No,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,,24.3,1261.7,No,1360.8,270.3642857142857,0,2,4-6yr,8.1
6959-GQEGV,Male,0,No,No,45.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,No,3417.75,873.0133333333334,1,5,2-4yr,12.658333333333333
3173-WSSUE,Female,0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,No,1398.7,239.29859154929574,0,1,4-6yr,9.85
1265-HVPZB,Male,0,Yes,No,59.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),,3958.2,No,,805.057627118644,0,5,4-6yr,
4115-UMJFQ,Male,0,No,No,69.0,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,No,2466.75,433.4347826086956,0,2,4-6yr,11.916666666666666
7369-TRPFD,Male,0,No,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,,279.2,No,,176.33684210526317,0,1,1-2yr,
1098-KFQEC,Female,0,Yes,Yes,55.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,No,1067.0,236.2909090909091,0,1,4-6yr,9.7
7190-XHTWJ,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,No,,,0,1,,9.65
0621-TWIEM,Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes,455.5,483.12,0,1,0-1yr,22.775
3537-RYBHH,Female,1,Yes,No,47.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,No,3170.15,830.2978723404256,0,5,2-4yr,11.241666666666667
2485-ITVKB,Female,0,Yes,No,2.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,70.2,412.5,0,1,0-1yr,17.55
3669-OYSJI,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),,46.2,Yes,,554.4000000000001,0,1,0-1yr,
1612-EOHDH,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,45.15,541.8000000000001,0,1,0-1yr,22.575
6702-OHFWR,Male,1,No,No,1.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,43.3,519.6,0,3,0-1yr,10.825
5296-BFCYD,Male,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,No,924.6,244.39565217391305,0,1,2-4yr,10.05
4510-PYUSH,Female,1,No,No,38.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),,2250.65,Yes,,710.7315789473685,0,3,2-4yr,
9359-JANWS,Female,0,Yes,No,65.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,No,3828.5,712.0799999999999,0,4,4-6yr,11.78
7517-SAWMO,Female,0,Yes,No,19.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,Yes,1390.8,910.1684210526315,1,2,1-2yr,24.400000000000002
4143-HHPMK,Male,0,No,No,52.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,Yes,4438.2,1001.2153846153848,1,3,4-6yr,21.3375
3279-DYZQM,Male,0,Yes,Yes,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,No,1380.95,232.9774647887324,0,1,4-6yr,9.725
7054-LGEQW,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,Yes,45.95,551.4000000000001,0,1,0-1yr,22.975
0523-VNGTF,Female,1,No,No,52.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,,50.5,,No,2626.0,,0,4,4-6yr,10.1
9575-IWCAZ,Male,0,Yes,No,6.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,No,150.60000000000002,342.0,0,2,0-1yr,8.366666666666667
7105-MXJLL,Female,1,Yes,No,26.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,No,1578.2,737.2615384615385,0,3,2-4yr,15.175
7064-FRRSW,Male,1,No,No,48.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,4744.35,No,4752.0,1186.0875,1,5,2-4yr,16.5
7940-UQQUG,Female,0,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,No,6681.6,1260.3000000000002,1,6,4-6yr,14.914285714285715
0923-PNFUB,Female,0,No,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,,Yes,251.25,,1,3,0-1yr,20.9375
3961-SXAXY,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,No,44.05,528.6,0,1,0-1yr,22.025
7010-BRBUU,Male,0,Yes,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,No,1735.2,289.10833333333335,0,2,4-6yr,8.033333333333333
3566-HJGPK,Male,0,No,No,,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,,No,,,0,1,,22.775
3062-ICYZQ,Female,0,Yes,Yes,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,No,4783.8,1068.0823529411766,1,5,4-6yr,15.633333333333333
9938-PRCVK,Female,0,Yes,Yes,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,No,807.6999999999999,235.39024390243904,0,1,2-4yr,9.85
0973-KYVNF,Female,0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,No,5086.8,835.1916666666666,1,5,4-6yr,11.775
5129-HHMZC,Female,0,Yes,No,43.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,No,3717.35,997.5348837209302,1,7,2-4yr,10.80625
9637-CDTKZ,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,No,8215.199999999999,1347.7333333333333,1,8,4-6yr,12.677777777777777
3946-JEWRQ,Male,0,Yes,No,47.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563.0,No,4474.400000000001,1165.0212765957447,1,4,2-4yr,19.04
7873-CVMAW,Male,0,No,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,No,6375.599999999999,1060.3916666666667,1,8,4-6yr,9.838888888888889
0463-WZZKO,Male,0,No,No,3.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,No,62.25,268.4,0,1,0-1yr,10.375
3494-JCHRQ,Male,0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,70.05,840.6,0,1,0-1yr,35.025
6474-FVJLC,Male,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,172.0,992.6999999999999,1,3,0-1yr,21.5
4524-QCSSM,Male,0,No,No,26.0,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,1160.8999999999999,533.7923076923078,0,3,2-4yr,11.1625
5832-EXGTT,Male,0,Yes,Yes,,Yes,No,,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,,No,,,0,3,,15.05
8840-DQLGN,Female,1,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,Yes,,,1,6,,14.357142857142858
2039-JONDJ,Male,0,No,No,27.0,Yes,No,,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,No,1497.15,656.7333333333333,0,3,2-4yr,13.8625
7217-JYHOQ,Male,0,Yes,Yes,24.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,No,1687.1999999999998,853.225,1,5,1-2yr,11.716666666666667
6695-FRVEC,Male,0,Yes,Yes,67.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,No,4046.7999999999997,708.1253731343284,0,4,4-6yr,12.08
4547-LYTDD,Female,0,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,Yes,1162.4,895.725,1,2,1-2yr,24.21666666666667
9894-QMIMJ,Female,0,No,No,23.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,No,1283.3999999999999,692.791304347826,0,3,1-2yr,13.95
8069-YQQAJ,Male,0,No,No,14.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,No,435.40000000000003,359.74285714285713,0,1,1-2yr,15.55
6770-XUAGN,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,Yes,21.0,252.0,0,1,0-1yr,10.5
4193-ORFCL,Female,1,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,Yes,45.1,541.2,0,1,0-1yr,22.55
1636-NTNCO,Male,1,No,No,4.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,No,203.8,622.0500000000001,0,3,0-1yr,12.7375
3466-WAESX,Male,0,No,Yes,16.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,No,1105.6,812.7750000000001,0,5,1-2yr,11.516666666666666
9281-PKKZE,Female,0,Yes,No,46.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,No,2021.7,523.7869565217391,0,2,2-4yr,14.65
3638-VBZTA,Male,0,No,Yes,68.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No,5882.0,1038.1323529411764,1,7,4-6yr,10.8125
7459-IMVYU,Male,0,No,No,38.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,No,2658.1,839.2263157894738,0,6,2-4yr,9.992857142857144
7776-QWNFX,Male,1,Yes,No,30.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,Yes,1512.0,611.0,0,2,2-4yr,16.8
6689-TCZHQ,Female,1,No,No,,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,Yes,,,1,2,,26.316666666666666
8563-OYMQY,Male,0,No,No,,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,,90.95,1612.2,No,,,1,4,,18.19
0754-EEBDC,Male,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,No,,,0,1,,9.95
5777-ZPQNC,Female,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No,,,0,1,,10.075
1951-IEYXM,Male,0,Yes,Yes,,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,No,,,1,8,,10.066666666666666
3318-NMQXL,Male,0,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,No,276.0,1067.2,1,3,0-1yr,23.0
3143-ILDAL,Male,0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,Yes,5289.2,1098.1285714285714,1,5,4-6yr,15.741666666666667
